set,before_path,after_path,before_w,before_h,after_w,after_h,note
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\before\era2_2022-2023_session43_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\after\era2_2022-2023_session43_img_003.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\before\era2_2022-2023_session9_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\after\era2_2022-2023_session9_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session13\before\era2_2022-2023_session13_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session13\after\era2_2022-2023_session13_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session8\before\era3_2024-2025_session8_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session8\after\era3_2024-2025_session8_img_001.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session45\before\era3_2024-2025_session45_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session45\after\era3_2024-2025_session45_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session18\before\era3_2024-2025_session18_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session18\after\era3_2024-2025_session18_img_005.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session14\before\era2_2022-2023_session14_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session14\after\era2_2022-2023_session14_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session49\before\era3_2024-2025_session49_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session49\after\era3_2024-2025_session49_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session29\before\era3_2024-2025_session29_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session29\after\era3_2024-2025_session29_img_004.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session18\before\era1_2020-2021_session18_img_011.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session18\after\era1_2020-2021_session18_img_011.JPG,2736,1824,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_016.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_016.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session38\before\era3_2024-2025_session38_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session38\after\era3_2024-2025_session38_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session58\before\era3_2024-2025_session58_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session58\after\era3_2024-2025_session58_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session27\before\era2_2022-2023_session27_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session27\after\era2_2022-2023_session27_img_010.JPG,5472,3648,3494,5241,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session35\before\era3_2024-2025_session35_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session35\after\era3_2024-2025_session35_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\before\era2_2022-2023_session19_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\after\era2_2022-2023_session19_img_012.JPG,5472,3648,3488,5231,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\before\era2_2022-2023_session3_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\after\era2_2022-2023_session3_img_005.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session41\before\era2_2022-2023_session41_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session41\after\era2_2022-2023_session41_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session13\before\era2_2022-2023_session13_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session13\after\era2_2022-2023_session13_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session40\before\era2_2022-2023_session40_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session40\after\era2_2022-2023_session40_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session7\before\era2_2022-2023_session7_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session7\after\era2_2022-2023_session7_img_003.JPG,2736,1824,1440,1800,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\before\era3_2024-2025_session56_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\after\era3_2024-2025_session56_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session55\before\era3_2024-2025_session55_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session55\after\era3_2024-2025_session55_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session4\before\era1_2020-2021_session4_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session4\after\era1_2020-2021_session4_img_002.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session5\before\era3_2024-2025_session5_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session5\after\era3_2024-2025_session5_img_001.JPG,5472,3648,3366,5050,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\before\era1_2020-2021_session1_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\after\era1_2020-2021_session1_img_002.JPG,1824,2736,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session30\before\era2_2022-2023_session30_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session30\after\era2_2022-2023_session30_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session21\before\era2_2022-2023_session21_img_008.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session21\after\era2_2022-2023_session21_img_008.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\before\era3_2024-2025_session33_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session33\after\era3_2024-2025_session33_img_006.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session15\before\era1_2020-2021_session15_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session15\after\era1_2020-2021_session15_img_007.JPG,2736,1824,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session18\before\era1_2020-2021_session18_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session18\after\era1_2020-2021_session18_img_009.JPG,2736,1824,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session40\before\era3_2024-2025_session40_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session40\after\era3_2024-2025_session40_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session18\before\era2_2022-2023_session18_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session18\after\era2_2022-2023_session18_img_002.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session23\before\era3_2024-2025_session23_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session23\after\era3_2024-2025_session23_img_006.JPG,6960,4640,4529,6793,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\before\era2_2022-2023_session3_img_012.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\after\era2_2022-2023_session3_img_012.JPG,2736,1824,1824,2736,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\before\era3_2024-2025_session2_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session2\after\era3_2024-2025_session2_img_007.JPG,5472,3648,3466,5199,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session31\before\era3_2024-2025_session31_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session31\after\era3_2024-2025_session31_img_001.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session31\before\era2_2022-2023_session31_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session31\after\era2_2022-2023_session31_img_003.JPG,5472,3648,5472,3648,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session20\before\era3_2024-2025_session20_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session20\after\era3_2024-2025_session20_img_007.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\before\era1_2020-2021_session1_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session1\after\era1_2020-2021_session1_img_001.JPG,1824,2736,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\before\era2_2022-2023_session43_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\after\era2_2022-2023_session43_img_002.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session7\before\era1_2020-2021_session7_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session7\after\era1_2020-2021_session7_img_005.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session19\before\era3_2024-2025_session19_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session19\after\era3_2024-2025_session19_img_003.JPG,6960,4640,4359,6539,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\before\era2_2022-2023_session9_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session9\after\era2_2022-2023_session9_img_002.JPG,5472,3648,4821,3214,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session45\before\era3_2024-2025_session45_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session45\after\era3_2024-2025_session45_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session15\before\era1_2020-2021_session15_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session15\after\era1_2020-2021_session15_img_005.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session27\before\era2_2022-2023_session27_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session27\after\era2_2022-2023_session27_img_007.JPG,5472,3648,3500,5251,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session28\before\era3_2024-2025_session28_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session28\after\era3_2024-2025_session28_img_004.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\before\era2_2022-2023_session38_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\after\era2_2022-2023_session38_img_007.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\before\era2_2022-2023_session3_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session3\after\era2_2022-2023_session3_img_009.JPG,2736,1824,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session3\before\era1_2020-2021_session3_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session3\after\era1_2020-2021_session3_img_002.JPG,2736,1824,2736,1824,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\before\era2_2022-2023_session43_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session43\after\era2_2022-2023_session43_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session2\before\era1_2020-2021_session2_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session2\after\era1_2020-2021_session2_img_001.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session6\before\era3_2024-2025_session6_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session6\after\era3_2024-2025_session6_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\before\era2_2022-2023_session37_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session37\after\era2_2022-2023_session37_img_007.JPG,5472,3648,3587,5380,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session50\before\era3_2024-2025_session50_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session50\after\era3_2024-2025_session50_img_003.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session1\before\era2_2022-2023_session1_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session1\after\era2_2022-2023_session1_img_004.JPG,2736,1824,2632,1755,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session12\before\era2_2022-2023_session12_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session12\after\era2_2022-2023_session12_img_003.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\before\era3_2024-2025_session56_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session56\after\era3_2024-2025_session56_img_009.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\before\era2_2022-2023_session38_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session38\after\era2_2022-2023_session38_img_003.JPG,5472,3648,3160,4740,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session5\before\era3_2024-2025_session5_img_006.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session5\after\era3_2024-2025_session5_img_006.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session3\before\era3_2024-2025_session3_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session3\after\era3_2024-2025_session3_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session12\before\era2_2022-2023_session12_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session12\after\era2_2022-2023_session12_img_007.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session4\before\era3_2024-2025_session4_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session4\after\era3_2024-2025_session4_img_004.JPG,5472,3648,3541,5312,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session10\before\era1_2020-2021_session10_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session10\after\era1_2020-2021_session10_img_007.JPG,2736,1824,3257,4886,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session29\before\era2_2022-2023_session29_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session29\after\era2_2022-2023_session29_img_002.JPG,5472,3648,3515,5272,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session25\before\era3_2024-2025_session25_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session25\after\era3_2024-2025_session25_img_007.JPG,6960,4640,4333,6499,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session6\before\era2_2022-2023_session6_img_004.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session6\after\era2_2022-2023_session6_img_004.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session20\before\era2_2022-2023_session20_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session20\after\era2_2022-2023_session20_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session47\before\era2_2022-2023_session47_img_010.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session47\after\era2_2022-2023_session47_img_010.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session6\before\era3_2024-2025_session6_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session6\after\era3_2024-2025_session6_img_001.JPG,5472,3648,3526,5288,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session3\before\era3_2024-2025_session3_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session3\after\era3_2024-2025_session3_img_009.JPG,5472,3648,3460,5190,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\before\era3_2024-2025_session32_img_018.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session32\after\era3_2024-2025_session32_img_018.JPG,6960,4640,4549,6823,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session42\before\era3_2024-2025_session42_img_009.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session42\after\era3_2024-2025_session42_img_009.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\before\era2_2022-2023_session19_img_001.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session19\after\era2_2022-2023_session19_img_001.JPG,5472,3648,3313,4969,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session21\before\era3_2024-2025_session21_img_007.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session21\after\era3_2024-2025_session21_img_007.JPG,6960,4640,6960,4640,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session13\before\era1_2020-2021_session13_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session13\after\era1_2020-2021_session13_img_005.JPG,2736,1824,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session28\before\era3_2024-2025_session28_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session28\after\era3_2024-2025_session28_img_002.JPG,6960,4640,4158,6237,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session14\before\era3_2024-2025_session14_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era3_2024-2025\session14\after\era3_2024-2025_session14_img_002.JPG,6960,4640,4640,6960,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session22\before\era2_2022-2023_session22_img_005.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session22\after\era2_2022-2023_session22_img_005.JPG,5472,3648,3648,5472,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session20\before\era2_2022-2023_session20_img_003.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era2_2022-2023\session20\after\era2_2022-2023_session20_img_003.JPG,5472,3648,3488,5233,
train,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session2\before\era1_2020-2021_session2_img_002.JPG,C:\Users\basie\Downloads\BASI_Edit_Agent_Starter\BASI_ARCHIVE\era1_2020-2021\session2\after\era1_2020-2021_session2_img_002.JPG,2736,1824,3648,5472,
